conversation_id,trial,control_row_idx,treatment_row_idx,model_base,model_other,treatment_control,treatment_other,response_1_source,response_2_source,prob_choice_1,prob_choice_2,selected_choice,correct_choice,is_correct,experiment,prob_diff,max_prob,confidence
trial2_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_2,2,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,treatment,control,0.0073421504348516,0.0009936520364135,1,2,False,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial3_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_1,3,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,control,treatment,0.0073421504348516,0.0009936520364135,1,1,True,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial3_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_2,3,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,treatment,control,0.0073421504348516,0.0009936520364135,1,2,False,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial4_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_1,4,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,control,treatment,0.0073421504348516,0.0009936520364135,1,1,True,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial4_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_2,4,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,treatment,control,0.0073421504348516,0.0009936520364135,1,2,False,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial5_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_1,5,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,control,treatment,0.0073421504348516,0.0009936520364135,1,1,True,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial5_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_2,5,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,treatment,control,0.0009936520364135,0.0073421504348516,2,2,True,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,-0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial6_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_1,6,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,control,treatment,0.0073421504348516,0.0009936520364135,1,1,True,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial6_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_2,6,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,treatment,control,0.0009936520364135,0.0073421504348516,2,2,True,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,-0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial7_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_1,7,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,control,treatment,0.0073421504348516,0.0009936520364135,1,1,True,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial7_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_2,7,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,treatment,control,0.0073421504348516,0.0009936520364135,1,2,False,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial8_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_1,8,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,control,treatment,0.0073421504348516,0.0009936520364135,1,1,True,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial8_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_2,8,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,treatment,control,0.0073421504348516,0.0009936520364135,1,2,False,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial9_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_1,9,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,control,treatment,0.0073421504348516,0.0009936520364135,1,1,True,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial9_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_2,9,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,treatment,control,0.0009936520364135,0.0073421504348516,2,2,True,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,-0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial10_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_1,10,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,control,treatment,0.0073421504348516,0.0009936520364135,1,1,True,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial10_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_2,10,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,treatment,control,0.0009936520364135,0.0073421504348516,2,2,True,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,-0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial11_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_1,11,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,control,treatment,0.0073421504348516,0.0009936520364135,1,1,True,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial11_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_2,11,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,treatment,control,0.0009936520364135,0.0073421504348516,2,2,True,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,-0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial12_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_2,12,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,treatment,control,0.0073421504348516,0.0009936520364135,1,2,False,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial13_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_1,13,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,control,treatment,0.0073421504348516,0.0009936520364135,1,1,True,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial13_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_2,13,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,treatment,control,0.0009936520364135,0.0073421504348516,2,2,True,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,-0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial14_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_1,14,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,control,treatment,0.0073421504348516,0.0009936520364135,1,1,True,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial14_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_2,14,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,treatment,control,0.0073421504348516,0.0009936520364135,1,2,False,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial15_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_1,15,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,control,treatment,0.0073421504348516,0.0009936520364135,1,1,True,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial15_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_2,15,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,treatment,control,0.0073421504348516,0.0009936520364135,1,2,False,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial16_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_1,16,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,control,treatment,0.0073421504348516,0.0009936520364135,1,1,True,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial16_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_2,16,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,treatment,control,0.0073421504348516,0.0009936520364135,1,2,False,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial17_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_1,17,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,control,treatment,0.0073421504348516,0.0009936520364135,1,1,True,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial17_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_2,17,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,treatment,control,0.0009936520364135,0.0073421504348516,2,2,True,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,-0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial18_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_1,18,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,control,treatment,0.0073421504348516,0.0009936520364135,1,1,True,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial18_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_2,18,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,treatment,control,0.0009936520364135,0.0073421504348516,2,2,True,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,-0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial19_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_1,19,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,control,treatment,0.0073421504348516,0.0009936520364135,1,1,True,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial19_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_2,19,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,treatment,control,0.0009936520364135,0.0073421504348516,2,2,True,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,-0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial20_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_1,20,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,control,treatment,0.0073421504348516,0.0009936520364135,1,1,True,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial20_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_2,20,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,treatment,control,0.0009936520364135,0.0073421504348516,2,2,True,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,-0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial12_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-3-5-haiku-20241022_treatment_1,12,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-3-5-haiku-20241022,control,typo,control,treatment,0.0073421504348516,0.0009936520364135,1,1,True,anthropic_claude-3-5-haiku-20241022_control_vs_typo_S4,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial1_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-sonnet-4-20250514_treatment_1,1,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-sonnet-4-20250514,control,other_model,control,treatment,0.0073421504348516,0.0009936520364135,1,1,True,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial1_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-sonnet-4-20250514_treatment_2,1,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-sonnet-4-20250514,control,other_model,treatment,control,0.0009936520364135,0.0073421504348516,2,2,True,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,-0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial1_anthropic_claude-3-5-haiku-20241022_control_vs_google_gemini-2.5-flash_treatment_1,1,0,2,anthropic_claude-3-5-haiku-20241022,google_gemini-2.5-flash,control,other_model,control,treatment,0.0073421504348516,0.0009936520364135,1,1,True,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial1_anthropic_claude-3-5-haiku-20241022_control_vs_google_gemini-2.5-flash_treatment_2,1,0,2,anthropic_claude-3-5-haiku-20241022,google_gemini-2.5-flash,control,other_model,treatment,control,0.0073421504348516,0.0009936520364135,1,2,False,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial1_anthropic_claude-3-5-haiku-20241022_control_vs_google_gemini-2.5-pro_treatment_1,1,0,3,anthropic_claude-3-5-haiku-20241022,google_gemini-2.5-pro,control,other_model,control,treatment,0.0073421504348516,0.0009936520364135,1,1,True,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial1_anthropic_claude-3-5-haiku-20241022_control_vs_google_gemini-2.5-pro_treatment_2,1,0,3,anthropic_claude-3-5-haiku-20241022,google_gemini-2.5-pro,control,other_model,treatment,control,0.0073421504348516,0.0009936520364135,1,2,False,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial1_anthropic_claude-3-5-haiku-20241022_control_vs_gpt-4.1-2025-04-14_treatment_1,1,0,4,anthropic_claude-3-5-haiku-20241022,gpt-4.1-2025-04-14,control,other_model,control,treatment,0.0009936520364135,0.0073421504348516,2,1,False,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,-0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial1_anthropic_claude-3-5-haiku-20241022_control_vs_gpt-4.1-2025-04-14_treatment_2,1,0,4,anthropic_claude-3-5-haiku-20241022,gpt-4.1-2025-04-14,control,other_model,treatment,control,0.0073421504348516,0.0009936520364135,1,2,False,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial1_anthropic_claude-3-5-haiku-20241022_control_vs_gpt-4.1-mini-2025-04-14_treatment_1,1,0,5,anthropic_claude-3-5-haiku-20241022,gpt-4.1-mini-2025-04-14,control,other_model,control,treatment,0.0073421504348516,0.0009936520364135,1,1,True,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial1_anthropic_claude-3-5-haiku-20241022_control_vs_gpt-4.1-mini-2025-04-14_treatment_2,1,0,5,anthropic_claude-3-5-haiku-20241022,gpt-4.1-mini-2025-04-14,control,other_model,treatment,control,0.0073421504348516,0.0009936520364135,1,2,False,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial1_anthropic_claude-3-5-haiku-20241022_control_vs_gpt-4o-mini_treatment_1,1,0,6,anthropic_claude-3-5-haiku-20241022,gpt-4o-mini,control,other_model,control,treatment,0.0073421504348516,0.0009936520364135,1,1,True,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial1_anthropic_claude-3-5-haiku-20241022_control_vs_gpt-4o-mini_treatment_2,1,0,6,anthropic_claude-3-5-haiku-20241022,gpt-4o-mini,control,other_model,treatment,control,0.0073421504348516,0.0009936520364135,1,2,False,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial2_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-sonnet-4-20250514_treatment_1,2,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-sonnet-4-20250514,control,other_model,control,treatment,0.0073421504348516,0.0009936520364135,1,1,True,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial2_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-sonnet-4-20250514_treatment_2,2,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-sonnet-4-20250514,control,other_model,treatment,control,0.0073421504348516,0.0009936520364135,1,2,False,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial2_anthropic_claude-3-5-haiku-20241022_control_vs_google_gemini-2.5-flash_treatment_1,2,0,2,anthropic_claude-3-5-haiku-20241022,google_gemini-2.5-flash,control,other_model,control,treatment,0.0073421504348516,0.0009936520364135,1,1,True,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial2_anthropic_claude-3-5-haiku-20241022_control_vs_google_gemini-2.5-flash_treatment_2,2,0,2,anthropic_claude-3-5-haiku-20241022,google_gemini-2.5-flash,control,other_model,treatment,control,0.0073421504348516,0.0009936520364135,1,2,False,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial2_anthropic_claude-3-5-haiku-20241022_control_vs_google_gemini-2.5-pro_treatment_1,2,0,3,anthropic_claude-3-5-haiku-20241022,google_gemini-2.5-pro,control,other_model,control,treatment,0.0073421504348516,0.0009936520364135,1,1,True,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial2_anthropic_claude-3-5-haiku-20241022_control_vs_google_gemini-2.5-pro_treatment_2,2,0,3,anthropic_claude-3-5-haiku-20241022,google_gemini-2.5-pro,control,other_model,treatment,control,0.0073421504348516,0.0009936520364135,1,2,False,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial2_anthropic_claude-3-5-haiku-20241022_control_vs_gpt-4.1-2025-04-14_treatment_1,2,0,4,anthropic_claude-3-5-haiku-20241022,gpt-4.1-2025-04-14,control,other_model,control,treatment,0.0073421504348516,0.0009936520364135,1,1,True,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial2_anthropic_claude-3-5-haiku-20241022_control_vs_gpt-4.1-2025-04-14_treatment_2,2,0,4,anthropic_claude-3-5-haiku-20241022,gpt-4.1-2025-04-14,control,other_model,treatment,control,0.0073421504348516,0.0009936520364135,1,2,False,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial2_anthropic_claude-3-5-haiku-20241022_control_vs_gpt-4.1-mini-2025-04-14_treatment_1,2,0,5,anthropic_claude-3-5-haiku-20241022,gpt-4.1-mini-2025-04-14,control,other_model,control,treatment,0.0073421504348516,0.0009936520364135,1,1,True,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial2_anthropic_claude-3-5-haiku-20241022_control_vs_gpt-4.1-mini-2025-04-14_treatment_2,2,0,5,anthropic_claude-3-5-haiku-20241022,gpt-4.1-mini-2025-04-14,control,other_model,treatment,control,0.0073421504348516,0.0009936520364135,1,2,False,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial2_anthropic_claude-3-5-haiku-20241022_control_vs_gpt-4o-mini_treatment_1,2,0,6,anthropic_claude-3-5-haiku-20241022,gpt-4o-mini,control,other_model,control,treatment,0.0073421504348516,0.0009936520364135,1,1,True,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial2_anthropic_claude-3-5-haiku-20241022_control_vs_gpt-4o-mini_treatment_2,2,0,6,anthropic_claude-3-5-haiku-20241022,gpt-4o-mini,control,other_model,treatment,control,0.0073421504348516,0.0009936520364135,1,2,False,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial3_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-sonnet-4-20250514_treatment_1,3,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-sonnet-4-20250514,control,other_model,control,treatment,0.0009936520364135,0.0073421504348516,2,1,False,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,-0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial3_anthropic_claude-3-5-haiku-20241022_control_vs_anthropic_claude-sonnet-4-20250514_treatment_2,3,0,1,anthropic_claude-3-5-haiku-20241022,anthropic_claude-sonnet-4-20250514,control,other_model,treatment,control,0.0073421504348516,0.0009936520364135,1,2,False,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial3_anthropic_claude-3-5-haiku-20241022_control_vs_google_gemini-2.5-flash_treatment_1,3,0,2,anthropic_claude-3-5-haiku-20241022,google_gemini-2.5-flash,control,other_model,control,treatment,0.0009936520364135,0.0073421504348516,2,1,False,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,-0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial3_anthropic_claude-3-5-haiku-20241022_control_vs_google_gemini-2.5-flash_treatment_2,3,0,2,anthropic_claude-3-5-haiku-20241022,google_gemini-2.5-flash,control,other_model,treatment,control,0.0073421504348516,0.0009936520364135,1,2,False,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial3_anthropic_claude-3-5-haiku-20241022_control_vs_google_gemini-2.5-pro_treatment_1,3,0,3,anthropic_claude-3-5-haiku-20241022,google_gemini-2.5-pro,control,other_model,control,treatment,0.0073421504348516,0.0009936520364135,1,1,True,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial3_anthropic_claude-3-5-haiku-20241022_control_vs_google_gemini-2.5-pro_treatment_2,3,0,3,anthropic_claude-3-5-haiku-20241022,google_gemini-2.5-pro,control,other_model,treatment,control,0.0009936520364135,0.0073421504348516,2,2,True,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,-0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial3_anthropic_claude-3-5-haiku-20241022_control_vs_gpt-4.1-2025-04-14_treatment_1,3,0,4,anthropic_claude-3-5-haiku-20241022,gpt-4.1-2025-04-14,control,other_model,control,treatment,0.0073421504348516,0.0009936520364135,1,1,True,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial3_anthropic_claude-3-5-haiku-20241022_control_vs_gpt-4.1-2025-04-14_treatment_2,3,0,4,anthropic_claude-3-5-haiku-20241022,gpt-4.1-2025-04-14,control,other_model,treatment,control,0.0073421504348516,0.0009936520364135,1,2,False,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial3_anthropic_claude-3-5-haiku-20241022_control_vs_gpt-4.1-mini-2025-04-14_treatment_1,3,0,5,anthropic_claude-3-5-haiku-20241022,gpt-4.1-mini-2025-04-14,control,other_model,control,treatment,0.0073421504348516,0.0009936520364135,1,1,True,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial3_anthropic_claude-3-5-haiku-20241022_control_vs_gpt-4.1-mini-2025-04-14_treatment_2,3,0,5,anthropic_claude-3-5-haiku-20241022,gpt-4.1-mini-2025-04-14,control,other_model,treatment,control,0.0073421504348516,0.0009936520364135,1,2,False,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
trial3_anthropic_claude-3-5-haiku-20241022_control_vs_gpt-4o-mini_treatment_1,3,0,6,anthropic_claude-3-5-haiku-20241022,gpt-4o-mini,control,other_model,control,treatment,0.0073421504348516,0.0009936520364135,1,1,True,anthropic_claude-3-5-haiku-20241022_vs_all_others_control_comparison,0.0063484983984380995,0.0073421504348516,0.0063484983984380995
